Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Quantity,Unit Price,Sales,Discount,Profit
ORD-1167,17/06/2023,20/06/2023,First Class,CUST-1167,Carol White,Home Office,East,Technology,Storage,Steel Cabinet,7,371.42,2599.94,0.3,-259.99
ORD-1168,18/06/2023,21/06/2023,First Class,CUST-1168,Bob Lee,Home Office,South,Technology,Tables,Conference Table,2,190.42,380.84,0.0,76.17
ORD-1169,19/06/2023,24/06/2023,Second Class,CUST-1169,John Doe,Corporate,East,Office Supplies,Chairs,Steel Cabinet,9,355.19,3196.71,0.1,319.67
ORD-1170,20/06/2023,21/06/2023,Same Day,CUST-1170,Carol White,Corporate,West,Furniture,Storage,Ring Binder,2,209.7,419.4,0.0,83.88
ORD-1171,21/06/2023,24/06/2023,Standard Class,CUST-1171,Carol White,Consumer,South,Furniture,Tables,Mouse Pad,3,477.39,1432.17,0.1,143.22
ORD-1172,22/06/2023,25/06/2023,First Class,CUST-1172,John Doe,Home Office,West,Technology,Phones,Conference Table,2,484.19,968.38,0.3,-96.84
ORD-1173,23/06/2023,27/06/2023,Same Day,CUST-1173,Bob Lee,Home Office,West,Furniture,Chairs,Ring Binder,3,208.54,625.62,0.1,62.56
ORD-1174,24/06/2023,29/06/2023,Same Day,CUST-1174,Jane Smith,Home Office,Central,Technology,Chairs,Mouse Pad,6,430.03,2580.18,0.1,258.02
ORD-1175,25/06/2023,27/06/2023,Second Class,CUST-1175,Carol White,Corporate,Central,Technology,Chairs,Conference Table,9,391.08,3519.72,0.1,351.97
ORD-1176,26/06/2023,27/06/2023,First Class,CUST-1176,John Doe,Corporate,West,Office Supplies,Phones,iPhone 13,9,168.8,1519.2,0.1,151.92
ORD-1177,27/06/2023,28/06/2023,First Class,CUST-1177,Alice Johnson,Home Office,West,Office Supplies,Phones,Executive Chair,7,131.38,919.66,0.0,183.93
ORD-1178,28/06/2023,03/07/2023,Standard Class,CUST-1178,John Doe,Home Office,West,Office Supplies,Binders,Executive Chair,3,239.95,719.85,0.1,71.98
ORD-1179,29/06/2023,05/07/2023,First Class,CUST-1179,Alice Johnson,Home Office,Central,Technology,Accessories,Ring Binder,4,395.05,1580.2,0.0,316.04
ORD-1180,30/06/2023,06/07/2023,Standard Class,CUST-1180,Bob Lee,Corporate,Central,Office Supplies,Tables,Mouse Pad,6,480.88,2885.28,0.1,288.53
ORD-1181,01/07/2023,05/07/2023,First Class,CUST-1181,Jane Smith,Home Office,East,Furniture,Binders,Executive Chair,5,386.52,1932.6,0.2,0.0
ORD-1182,02/07/2023,06/07/2023,Second Class,CUST-1182,John Doe,Home Office,East,Furniture,Tables,Mouse Pad,2,430.5,861.0,0.3,-86.1
ORD-1183,03/07/2023,08/07/2023,First Class,CUST-1183,Carol White,Consumer,West,Technology,Accessories,Mouse Pad,6,309.47,1856.82,0.1,185.68
ORD-1184,04/07/2023,08/07/2023,Standard Class,CUST-1184,Bob Lee,Consumer,South,Technology,Phones,Ring Binder,3,421.0,1263.0,0.2,0.0
ORD-1185,05/07/2023,06/07/2023,Standard Class,CUST-1185,John Doe,Corporate,South,Office Supplies,Accessories,Ring Binder,8,396.52,3172.16,0.1,317.22
ORD-1186,06/07/2023,07/07/2023,Second Class,CUST-1186,Carol White,Home Office,Central,Technology,Phones,Ring Binder,2,200.95,401.9,0.1,40.19
ORD-1187,07/07/2023,09/07/2023,First Class,CUST-1187,John Doe,Home Office,Central,Technology,Accessories,Executive Chair,1,284.96,284.96,0.1,28.5
ORD-1188,08/07/2023,14/07/2023,First Class,CUST-1188,Alice Johnson,Consumer,Central,Furniture,Binders,Ring Binder,9,406.28,3656.52,0.2,0.0
ORD-1189,09/07/2023,14/07/2023,Second Class,CUST-1189,John Doe,Corporate,West,Furniture,Storage,Executive Chair,3,42.11,126.33,0.3,-12.63
ORD-1190,10/07/2023,13/07/2023,First Class,CUST-1190,John Doe,Consumer,South,Office Supplies,Binders,Ring Binder,1,407.88,407.88,0.2,0.0
ORD-1191,11/07/2023,17/07/2023,First Class,CUST-1191,John Doe,Consumer,East,Technology,Tables,Steel Cabinet,7,105.39,737.73,0.3,-73.77
ORD-1192,12/07/2023,15/07/2023,Standard Class,CUST-1192,Bob Lee,Consumer,West,Technology,Binders,Mouse Pad,5,267.05,1335.25,0.1,133.52
ORD-1193,13/07/2023,15/07/2023,First Class,CUST-1193,John Doe,Consumer,East,Furniture,Chairs,Ring Binder,5,407.97,2039.85,0.0,407.97
ORD-1194,14/07/2023,16/07/2023,First Class,CUST-1194,Carol White,Home Office,East,Technology,Tables,Conference Table,1,141.83,141.83,0.1,14.18
ORD-1195,15/07/2023,19/07/2023,Second Class,CUST-1195,Alice Johnson,Home Office,West,Furniture,Accessories,Mouse Pad,9,137.99,1241.91,0.3,-124.19
ORD-1196,16/07/2023,18/07/2023,Second Class,CUST-1196,Alice Johnson,Consumer,East,Office Supplies,Tables,Mouse Pad,7,213.33,1493.31,0.2,0.0
ORD-1197,17/07/2023,19/07/2023,Same Day,CUST-1197,John Doe,Corporate,South,Furniture,Storage,Ring Binder,8,449.43,3595.44,0.1,359.54
ORD-1198,18/07/2023,21/07/2023,Standard Class,CUST-1198,Bob Lee,Corporate,East,Technology,Phones,iPhone 13,9,20.21,181.89,0.2,0.0
ORD-1199,19/07/2023,23/07/2023,First Class,CUST-1199,Bob Lee,Corporate,South,Office Supplies,Accessories,Ring Binder,6,452.66,2715.96,0.2,0.0
ORD-1200,20/07/2023,22/07/2023,First Class,CUST-1200,Carol White,Corporate,South,Furniture,Tables,Mouse Pad,5,93.83,469.15,0.2,0.0
ORD-1201,21/07/2023,27/07/2023,Same Day,CUST-1201,John Doe,Consumer,South,Furniture,Accessories,Conference Table,6,495.24,2971.44,0.1,297.14
ORD-1202,22/07/2023,24/07/2023,First Class,CUST-1202,Alice Johnson,Home Office,Central,Office Supplies,Accessories,Mouse Pad,2,478.33,956.66,0.2,0.0
ORD-1203,23/07/2023,27/07/2023,Standard Class,CUST-1203,Bob Lee,Corporate,East,Office Supplies,Accessories,Conference Table,4,257.44,1029.76,0.2,0.0
ORD-1204,24/07/2023,29/07/2023,Same Day,CUST-1204,John Doe,Consumer,West,Furniture,Phones,Executive Chair,3,266.11,798.33,0.1,79.83
ORD-1205,25/07/2023,29/07/2023,Standard Class,CUST-1205,Bob Lee,Corporate,West,Technology,Binders,Steel Cabinet,7,251.14,1757.98,0.2,0.0
ORD-1206,26/07/2023,29/07/2023,Same Day,CUST-1206,Bob Lee,Corporate,East,Furniture,Accessories,Mouse Pad,9,325.01,2925.09,0.1,292.51
ORD-1207,27/07/2023,01/08/2023,Same Day,CUST-1207,Alice Johnson,Consumer,Central,Office Supplies,Chairs,Ring Binder,5,63.55,317.75,0.3,-31.77
ORD-1208,28/07/2023,03/08/2023,Second Class,CUST-1208,Jane Smith,Home Office,Central,Furniture,Storage,Executive Chair,6,35.66,213.96,0.3,-21.4
ORD-1209,29/07/2023,30/07/2023,Standard Class,CUST-1209,Carol White,Home Office,South,Office Supplies,Phones,Steel Cabinet,2,47.7,95.4,0.3,-9.54
ORD-1210,30/07/2023,03/08/2023,First Class,CUST-1210,Carol White,Consumer,East,Office Supplies,Tables,Ring Binder,3,233.3,699.9,0.2,0.0
ORD-1211,31/07/2023,03/08/2023,First Class,CUST-1211,Alice Johnson,Home Office,East,Technology,Phones,iPhone 13,3,152.26,456.78,0.0,91.36
ORD-1212,01/08/2023,07/08/2023,Standard Class,CUST-1212,Bob Lee,Consumer,West,Office Supplies,Tables,Ring Binder,9,318.58,2867.22,0.0,573.44
ORD-1213,02/08/2023,07/08/2023,First Class,CUST-1213,John Doe,Consumer,East,Office Supplies,Phones,Conference Table,7,496.37,3474.59,0.2,0.0
ORD-1214,03/08/2023,09/08/2023,First Class,CUST-1214,Bob Lee,Consumer,Central,Technology,Tables,Conference Table,8,205.44,1643.52,0.0,328.7
ORD-1215,04/08/2023,08/08/2023,Standard Class,CUST-1215,Alice Johnson,Home Office,East,Office Supplies,Accessories,iPhone 13,9,295.44,2658.96,0.1,265.9
ORD-1216,05/08/2023,07/08/2023,Same Day,CUST-1216,Carol White,Consumer,West,Technology,Binders,Executive Chair,6,219.49,1316.94,0.0,263.39
ORD-1217,06/08/2023,10/08/2023,Standard Class,CUST-1217,Bob Lee,Corporate,South,Technology,Tables,Steel Cabinet,4,426.69,1706.76,0.2,0.0
ORD-1218,07/08/2023,08/08/2023,Same Day,CUST-1218,Carol White,Home Office,West,Office Supplies,Tables,Ring Binder,1,453.07,453.07,0.2,0.0
ORD-1219,08/08/2023,12/08/2023,First Class,CUST-1219,John Doe,Home Office,West,Office Supplies,Chairs,Conference Table,8,441.13,3529.04,0.1,352.9
ORD-1220,09/08/2023,14/08/2023,First Class,CUST-1220,Carol White,Home Office,South,Furniture,Tables,Executive Chair,7,487.7,3413.9,0.3,-341.39
ORD-1221,10/08/2023,15/08/2023,First Class,CUST-1221,Carol White,Home Office,West,Technology,Chairs,iPhone 13,2,33.21,66.42,0.2,0.0
ORD-1222,11/08/2023,15/08/2023,Second Class,CUST-1222,Jane Smith,Corporate,West,Furniture,Storage,Mouse Pad,8,423.11,3384.88,0.1,338.49
ORD-1223,12/08/2023,17/08/2023,Same Day,CUST-1223,Jane Smith,Home Office,East,Office Supplies,Accessories,Conference Table,5,380.85,1904.25,0.0,380.85
ORD-1224,13/08/2023,15/08/2023,Second Class,CUST-1224,Jane Smith,Home Office,East,Furniture,Chairs,iPhone 13,7,129.77,908.39,0.0,181.68
ORD-1225,14/08/2023,20/08/2023,Second Class,CUST-1225,Carol White,Consumer,South,Technology,Binders,Ring Binder,4,479.03,1916.12,0.1,191.61
ORD-1226,15/08/2023,19/08/2023,Standard Class,CUST-1226,Alice Johnson,Home Office,East,Furniture,Accessories,Steel Cabinet,5,91.13,455.65,0.1,45.56
ORD-1227,16/08/2023,18/08/2023,Second Class,CUST-1227,Carol White,Corporate,East,Technology,Chairs,Conference Table,8,346.18,2769.44,0.2,0.0
ORD-1228,17/08/2023,23/08/2023,Standard Class,CUST-1228,Alice Johnson,Corporate,West,Office Supplies,Accessories,Conference Table,1,127.95,127.95,0.0,25.59
ORD-1229,18/08/2023,24/08/2023,Standard Class,CUST-1229,Alice Johnson,Corporate,Central,Office Supplies,Accessories,Ring Binder,1,227.06,227.06,0.1,22.71
ORD-1230,19/08/2023,21/08/2023,Second Class,CUST-1230,Jane Smith,Corporate,East,Technology,Accessories,Mouse Pad,4,365.2,1460.8,0.0,292.16
ORD-1231,20/08/2023,23/08/2023,Same Day,CUST-1231,Bob Lee,Home Office,Central,Office Supplies,Storage,Executive Chair,3,290.4,871.2,0.1,87.12
ORD-1232,21/08/2023,25/08/2023,Same Day,CUST-1232,John Doe,Home Office,East,Office Supplies,Binders,Steel Cabinet,2,225.2,450.4,0.0,90.08
ORD-1233,22/08/2023,28/08/2023,Same Day,CUST-1233,Jane Smith,Corporate,East,Office Supplies,Phones,Conference Table,3,176.64,529.92,0.3,-52.99
ORD-1234,23/08/2023,29/08/2023,Same Day,CUST-1234,Jane Smith,Corporate,South,Office Supplies,Phones,Steel Cabinet,1,423.04,423.04,0.2,0.0
ORD-1235,24/08/2023,29/08/2023,Same Day,CUST-1235,Bob Lee,Home Office,South,Technology,Chairs,Conference Table,1,89.03,89.03,0.0,17.81
ORD-1236,25/08/2023,31/08/2023,Second Class,CUST-1236,John Doe,Corporate,South,Furniture,Accessories,Steel Cabinet,6,226.45,1358.7,0.3,-135.87
ORD-1237,26/08/2023,28/08/2023,Second Class,CUST-1237,Carol White,Consumer,Central,Furniture,Chairs,iPhone 13,5,453.8,2269.0,0.0,453.8
ORD-1238,27/08/2023,02/09/2023,First Class,CUST-1238,Carol White,Corporate,West,Office Supplies,Storage,Conference Table,8,426.01,3408.08,0.0,681.62
ORD-1239,28/08/2023,31/08/2023,Same Day,CUST-1239,Jane Smith,Corporate,East,Furniture,Storage,Steel Cabinet,2,212.45,424.9,0.3,-42.49
ORD-1240,29/08/2023,02/09/2023,Second Class,CUST-1240,John Doe,Consumer,East,Furniture,Tables,Executive Chair,4,386.29,1545.16,0.0,309.03
ORD-1241,30/08/2023,03/09/2023,First Class,CUST-1241,Jane Smith,Consumer,East,Office Supplies,Storage,iPhone 13,8,415.12,3320.96,0.0,664.19
ORD-1242,31/08/2023,06/09/2023,Same Day,CUST-1242,Alice Johnson,Home Office,Central,Office Supplies,Tables,iPhone 13,6,446.67,2680.02,0.2,0.0
ORD-1243,01/09/2023,02/09/2023,Standard Class,CUST-1243,Jane Smith,Home Office,South,Furniture,Binders,Executive Chair,1,281.36,281.36,0.3,-28.14
ORD-1244,02/09/2023,03/09/2023,First Class,CUST-1244,Jane Smith,Consumer,West,Technology,Chairs,Steel Cabinet,4,118.14,472.56,0.3,-47.26
ORD-1245,03/09/2023,05/09/2023,Second Class,CUST-1245,Carol White,Consumer,Central,Office Supplies,Binders,Ring Binder,1,142.55,142.55,0.1,14.26
ORD-1246,04/09/2023,05/09/2023,Standard Class,CUST-1246,Carol White,Home Office,South,Technology,Storage,Executive Chair,2,161.93,323.86,0.0,64.77
ORD-1247,05/09/2023,07/09/2023,Standard Class,CUST-1247,Carol White,Corporate,Central,Furniture,Binders,Steel Cabinet,5,305.03,1525.15,0.2,0.0
ORD-1248,06/09/2023,11/09/2023,Standard Class,CUST-1248,Alice Johnson,Consumer,West,Office Supplies,Binders,Executive Chair,8,35.75,286.0,0.0,57.2
ORD-1249,07/09/2023,09/09/2023,First Class,CUST-1249,Carol White,Home Office,South,Technology,Binders,Executive Chair,8,325.3,2602.4,0.0,520.48
ORD-1250,08/09/2023,09/09/2023,Second Class,CUST-1250,John Doe,Corporate,Central,Office Supplies,Storage,Conference Table,3,194.89,584.67,0.1,58.47
ORD-1251,09/09/2023,15/09/2023,Standard Class,CUST-1251,Bob Lee,Consumer,West,Furniture,Accessories,Steel Cabinet,4,161.72,646.88,0.0,129.38
ORD-1252,10/09/2023,15/09/2023,Same Day,CUST-1252,John Doe,Corporate,East,Technology,Binders,Ring Binder,6,442.16,2652.96,0.2,0.0
ORD-1253,11/09/2023,12/09/2023,Standard Class,CUST-1253,John Doe,Home Office,West,Furniture,Tables,Conference Table,3,240.8,722.4,0.2,0.0
ORD-1254,12/09/2023,14/09/2023,Standard Class,CUST-1254,Carol White,Consumer,East,Furniture,Storage,Executive Chair,2,65.63,131.26,0.1,13.13
ORD-1255,13/09/2023,16/09/2023,First Class,CUST-1255,Bob Lee,Corporate,Central,Office Supplies,Binders,Mouse Pad,6,416.84,2501.04,0.0,500.21
ORD-1256,14/09/2023,18/09/2023,First Class,CUST-1256,Bob Lee,Consumer,South,Technology,Accessories,Executive Chair,5,42.87,214.35,0.2,0.0
ORD-1257,15/09/2023,16/09/2023,Second Class,CUST-1257,Bob Lee,Corporate,South,Furniture,Storage,Executive Chair,5,368.84,1844.2,0.0,368.84
ORD-1258,16/09/2023,18/09/2023,Same Day,CUST-1258,Alice Johnson,Home Office,Central,Furniture,Phones,Steel Cabinet,5,391.47,1957.35,0.0,391.47
ORD-1259,17/09/2023,22/09/2023,First Class,CUST-1259,Carol White,Home Office,South,Technology,Accessories,Steel Cabinet,5,189.25,946.25,0.0,189.25
ORD-1260,18/09/2023,19/09/2023,Standard Class,CUST-1260,Bob Lee,Consumer,South,Furniture,Tables,Conference Table,3,415.9,1247.7,0.1,124.77
ORD-1261,19/09/2023,20/09/2023,Second Class,CUST-1261,Alice Johnson,Corporate,East,Furniture,Binders,Ring Binder,7,267.52,1872.64,0.0,374.53
ORD-1262,20/09/2023,24/09/2023,Standard Class,CUST-1262,Jane Smith,Consumer,Central,Technology,Phones,Conference Table,6,242.38,1454.28,0.2,0.0
ORD-1263,21/09/2023,23/09/2023,Standard Class,CUST-1263,Jane Smith,Consumer,West,Technology,Phones,iPhone 13,4,41.79,167.16,0.0,33.43
ORD-1264,22/09/2023,25/09/2023,First Class,CUST-1264,Alice Johnson,Corporate,East,Technology,Storage,Executive Chair,2,159.21,318.42,0.2,0.0
ORD-1265,23/09/2023,28/09/2023,Second Class,CUST-1265,Alice Johnson,Corporate,Central,Technology,Phones,Mouse Pad,9,466.88,4201.92,0.0,840.38
ORD-1266,24/09/2023,26/09/2023,Same Day,CUST-1266,Carol White,Corporate,East,Office Supplies,Tables,Executive Chair,1,208.08,208.08,0.2,0.0
ORD-1267,25/09/2023,30/09/2023,Same Day,CUST-1267,Carol White,Home Office,West,Technology,Tables,Executive Chair,4,282.42,1129.68,0.2,0.0
ORD-1268,26/09/2023,27/09/2023,First Class,CUST-1268,Jane Smith,Consumer,West,Office Supplies,Chairs,Conference Table,1,275.37,275.37,0.0,55.07
ORD-1269,27/09/2023,01/10/2023,First Class,CUST-1269,Bob Lee,Consumer,Central,Office Supplies,Tables,Mouse Pad,6,303.41,1820.46,0.0,364.09
ORD-1270,28/09/2023,02/10/2023,Second Class,CUST-1270,Jane Smith,Home Office,West,Office Supplies,Accessories,Mouse Pad,4,49.44,197.76,0.2,0.0
ORD-1271,29/09/2023,05/10/2023,Same Day,CUST-1271,Bob Lee,Corporate,East,Furniture,Phones,Mouse Pad,5,193.84,969.2,0.3,-96.92
ORD-1272,30/09/2023,03/10/2023,Same Day,CUST-1272,Bob Lee,Home Office,West,Office Supplies,Tables,Conference Table,5,367.1,1835.5,0.1,183.55
ORD-1273,01/10/2023,05/10/2023,Same Day,CUST-1273,Carol White,Home Office,East,Office Supplies,Storage,Executive Chair,9,116.27,1046.43,0.3,-104.64
ORD-1274,02/10/2023,03/10/2023,Standard Class,CUST-1274,John Doe,Home Office,East,Furniture,Chairs,Conference Table,1,117.72,117.72,0.3,-11.77
ORD-1275,03/10/2023,06/10/2023,Same Day,CUST-1275,John Doe,Consumer,West,Furniture,Phones,Steel Cabinet,2,24.84,49.68,0.0,9.94
ORD-1276,04/10/2023,06/10/2023,Standard Class,CUST-1276,Alice Johnson,Home Office,Central,Furniture,Chairs,Steel Cabinet,6,229.99,1379.94,0.1,137.99
ORD-1277,05/10/2023,09/10/2023,Second Class,CUST-1277,Carol White,Consumer,South,Technology,Phones,Conference Table,5,443.71,2218.55,0.3,-221.85
ORD-1278,06/10/2023,09/10/2023,Standard Class,CUST-1278,Bob Lee,Consumer,West,Furniture,Storage,Mouse Pad,7,44.91,314.37,0.0,62.87
ORD-1279,07/10/2023,08/10/2023,Second Class,CUST-1279,John Doe,Consumer,East,Furniture,Chairs,Executive Chair,3,111.74,335.22,0.3,-33.52
ORD-1280,08/10/2023,14/10/2023,Same Day,CUST-1280,Bob Lee,Corporate,East,Office Supplies,Binders,Conference Table,3,168.84,506.52,0.3,-50.65
ORD-1281,09/10/2023,14/10/2023,Same Day,CUST-1281,John Doe,Consumer,West,Furniture,Accessories,Conference Table,2,371.23,742.46,0.0,148.49
ORD-1282,10/10/2023,15/10/2023,Second Class,CUST-1282,John Doe,Consumer,Central,Technology,Accessories,Conference Table,3,327.51,982.53,0.0,196.51
ORD-1283,11/10/2023,12/10/2023,First Class,CUST-1283,John Doe,Corporate,Central,Furniture,Phones,iPhone 13,1,219.65,219.65,0.0,43.93
ORD-1284,12/10/2023,13/10/2023,Second Class,CUST-1284,Carol White,Consumer,East,Technology,Binders,Steel Cabinet,5,384.35,1921.75,0.1,192.18
ORD-1285,13/10/2023,18/10/2023,First Class,CUST-1285,Jane Smith,Home Office,East,Furniture,Chairs,Mouse Pad,5,312.62,1563.1,0.3,-156.31
ORD-1286,14/10/2023,20/10/2023,Standard Class,CUST-1286,Bob Lee,Home Office,Central,Furniture,Binders,Ring Binder,7,450.1,3150.7,0.0,630.14
ORD-1287,15/10/2023,18/10/2023,Standard Class,CUST-1287,Carol White,Consumer,South,Furniture,Binders,Mouse Pad,4,412.65,1650.6,0.2,0.0
ORD-1288,16/10/2023,21/10/2023,Standard Class,CUST-1288,Carol White,Corporate,West,Furniture,Chairs,Ring Binder,3,141.35,424.05,0.3,-42.4
ORD-1289,17/10/2023,18/10/2023,Same Day,CUST-1289,Carol White,Home Office,East,Technology,Storage,iPhone 13,1,150.29,150.29,0.2,0.0
ORD-1290,18/10/2023,22/10/2023,Standard Class,CUST-1290,Carol White,Corporate,East,Technology,Binders,Conference Table,8,80.17,641.36,0.1,64.14
ORD-1291,19/10/2023,21/10/2023,First Class,CUST-1291,Carol White,Corporate,Central,Office Supplies,Binders,iPhone 13,3,181.74,545.22,0.0,109.04
ORD-1292,20/10/2023,26/10/2023,Standard Class,CUST-1292,Alice Johnson,Home Office,West,Technology,Storage,iPhone 13,2,499.78,999.56,0.2,0.0
ORD-1293,21/10/2023,27/10/2023,Second Class,CUST-1293,Bob Lee,Corporate,Central,Furniture,Binders,Executive Chair,4,214.76,859.04,0.1,85.9
ORD-1294,22/10/2023,26/10/2023,Second Class,CUST-1294,Carol White,Home Office,West,Office Supplies,Binders,Steel Cabinet,3,125.83,377.49,0.0,75.5
ORD-1295,23/10/2023,27/10/2023,Same Day,CUST-1295,Bob Lee,Corporate,West,Office Supplies,Binders,Ring Binder,1,385.99,385.99,0.2,0.0
ORD-1296,24/10/2023,25/10/2023,Second Class,CUST-1296,Alice Johnson,Home Office,West,Office Supplies,Accessories,Conference Table,3,280.39,841.17,0.2,0.0
ORD-1297,25/10/2023,30/10/2023,First Class,CUST-1297,Alice Johnson,Consumer,East,Furniture,Tables,Ring Binder,2,91.81,183.62,0.1,18.36
ORD-1298,26/10/2023,29/10/2023,Standard Class,CUST-1298,Bob Lee,Home Office,South,Technology,Storage,Mouse Pad,8,202.73,1621.84,0.0,324.37
ORD-1299,27/10/2023,02/11/2023,Same Day,CUST-1299,John Doe,Home Office,Central,Furniture,Binders,Ring Binder,6,218.95,1313.7,0.0,262.74
ORD-1300,28/10/2023,03/11/2023,Standard Class,CUST-1300,Jane Smith,Home Office,South,Office Supplies,Accessories,Mouse Pad,9,381.84,3436.56,0.2,0.0
ORD-1301,29/10/2023,02/11/2023,Standard Class,CUST-1301,John Doe,Home Office,Central,Furniture,Storage,Steel Cabinet,8,29.92,239.36,0.2,0.0
ORD-1302,30/10/2023,04/11/2023,First Class,CUST-1302,John Doe,Corporate,West,Furniture,Phones,Mouse Pad,3,149.13,447.39,0.2,0.0
ORD-1303,31/10/2023,06/11/2023,Second Class,CUST-1303,John Doe,Consumer,East,Technology,Phones,Ring Binder,5,268.45,1342.25,0.0,268.45
ORD-1304,01/11/2023,04/11/2023,Second Class,CUST-1304,Carol White,Home Office,South,Technology,Binders,Ring Binder,7,149.05,1043.35,0.1,104.34
ORD-1305,02/11/2023,06/11/2023,Standard Class,CUST-1305,Alice Johnson,Corporate,East,Office Supplies,Accessories,Mouse Pad,5,321.65,1608.25,0.1,160.83
ORD-1306,03/11/2023,06/11/2023,Same Day,CUST-1306,John Doe,Consumer,Central,Furniture,Accessories,iPhone 13,8,251.3,2010.4,0.0,402.08
ORD-1307,04/11/2023,09/11/2023,Second Class,CUST-1307,Alice Johnson,Consumer,East,Furniture,Storage,Steel Cabinet,5,193.62,968.1,0.3,-96.81
ORD-1308,05/11/2023,11/11/2023,Same Day,CUST-1308,Bob Lee,Consumer,East,Technology,Storage,Executive Chair,1,475.62,475.62,0.1,47.56
ORD-1309,06/11/2023,08/11/2023,Second Class,CUST-1309,Jane Smith,Consumer,South,Furniture,Accessories,Conference Table,5,323.44,1617.2,0.2,0.0
ORD-1310,07/11/2023,13/11/2023,Same Day,CUST-1310,Bob Lee,Home Office,West,Furniture,Storage,Ring Binder,4,82.37,329.48,0.3,-32.95
ORD-1311,08/11/2023,13/11/2023,First Class,CUST-1311,Bob Lee,Home Office,East,Furniture,Accessories,Conference Table,6,288.84,1733.04,0.3,-173.3
ORD-1312,09/11/2023,15/11/2023,Same Day,CUST-1312,Carol White,Corporate,West,Technology,Tables,Executive Chair,3,394.75,1184.25,0.1,118.43
ORD-1313,10/11/2023,16/11/2023,First Class,CUST-1313,Jane Smith,Corporate,Central,Office Supplies,Accessories,Conference Table,5,360.08,1800.4,0.3,-180.04
ORD-1314,11/11/2023,12/11/2023,First Class,CUST-1314,Bob Lee,Corporate,East,Office Supplies,Phones,Executive Chair,2,102.6,205.2,0.3,-20.52
ORD-1315,12/11/2023,18/11/2023,Same Day,CUST-1315,Bob Lee,Consumer,South,Furniture,Storage,Mouse Pad,6,486.76,2920.56,0.1,292.06
ORD-1316,13/11/2023,19/11/2023,First Class,CUST-1316,Jane Smith,Consumer,Central,Office Supplies,Accessories,iPhone 13,6,235.43,1412.58,0.1,141.26
ORD-1317,14/11/2023,17/11/2023,Standard Class,CUST-1317,Jane Smith,Home Office,Central,Technology,Accessories,Ring Binder,5,96.33,481.65,0.3,-48.16
ORD-1318,15/11/2023,17/11/2023,First Class,CUST-1318,Bob Lee,Consumer,South,Technology,Storage,Executive Chair,6,106.49,638.94,0.2,0.0
ORD-1319,16/11/2023,19/11/2023,Second Class,CUST-1319,Jane Smith,Consumer,East,Office Supplies,Tables,Conference Table,7,67.15,470.05,0.0,94.01
ORD-1320,17/11/2023,20/11/2023,Same Day,CUST-1320,Bob Lee,Consumer,East,Office Supplies,Tables,Ring Binder,5,405.69,2028.45,0.3,-202.84
ORD-1321,18/11/2023,22/11/2023,Standard Class,CUST-1321,Bob Lee,Corporate,Central,Furniture,Storage,iPhone 13,1,78.57,78.57,0.3,-7.86
ORD-1322,19/11/2023,20/11/2023,Same Day,CUST-1322,Carol White,Corporate,East,Office Supplies,Chairs,Mouse Pad,8,80.06,640.48,0.2,0.0
ORD-1323,20/11/2023,23/11/2023,Second Class,CUST-1323,John Doe,Home Office,West,Furniture,Storage,Ring Binder,4,428.23,1712.92,0.3,-171.29
ORD-1324,21/11/2023,26/11/2023,Second Class,CUST-1324,Bob Lee,Consumer,South,Furniture,Storage,Executive Chair,9,185.41,1668.69,0.3,-166.87
ORD-1325,22/11/2023,27/11/2023,Second Class,CUST-1325,Alice Johnson,Consumer,West,Technology,Tables,iPhone 13,6,34.81,208.86,0.0,41.77
ORD-1326,23/11/2023,29/11/2023,First Class,CUST-1326,John Doe,Home Office,East,Technology,Tables,Conference Table,1,44.91,44.91,0.0,8.98
ORD-1327,24/11/2023,28/11/2023,First Class,CUST-1327,John Doe,Consumer,Central,Technology,Storage,iPhone 13,3,88.24,264.72,0.0,52.94
ORD-1328,25/11/2023,26/11/2023,Same Day,CUST-1328,John Doe,Consumer,South,Technology,Storage,iPhone 13,3,122.43,367.29,0.1,36.73
ORD-1329,26/11/2023,27/11/2023,Same Day,CUST-1329,Carol White,Corporate,East,Office Supplies,Storage,Steel Cabinet,4,339.27,1357.08,0.1,135.71
ORD-1330,27/11/2023,03/12/2023,Standard Class,CUST-1330,Bob Lee,Home Office,East,Technology,Tables,iPhone 13,6,95.52,573.12,0.0,114.62
ORD-1331,28/11/2023,03/12/2023,Standard Class,CUST-1331,Carol White,Home Office,Central,Office Supplies,Storage,iPhone 13,7,77.06,539.42,0.0,107.88
ORD-1332,29/11/2023,01/12/2023,Same Day,CUST-1332,Bob Lee,Home Office,Central,Technology,Storage,Ring Binder,4,387.07,1548.28,0.1,154.83
ORD-1333,30/11/2023,04/12/2023,First Class,CUST-1333,Carol White,Home Office,West,Office Supplies,Binders,Conference Table,6,342.11,2052.66,0.2,0.0
ORD-1334,01/12/2023,07/12/2023,Second Class,CUST-1334,Carol White,Corporate,South,Furniture,Chairs,Ring Binder,1,228.96,228.96,0.3,-22.9
ORD-1335,02/12/2023,06/12/2023,Same Day,CUST-1335,Alice Johnson,Corporate,South,Office Supplies,Phones,Ring Binder,8,283.67,2269.36,0.3,-226.94
